20181211_161930,overshoot,16,0,0,1,0
20181211_161930,overshoot,15,0,0,0,0
20181211_161930,overshoot,14,0,0,1,0.011743548696542
20181211_161930,overshoot,13,1,1,1,-0.0715475881868452
20181211_161930,overshoot,12,0,0,0,-0.00105652535312002
20181211_161930,overshoot,11,0,0,0,0.0332499144952465
20181211_161930,overshoot,10,1,1,1,-0.0575612396773648
20181211_161930,overshoot,9,0,1,0,0.0577196669819518
20181211_161930,overshoot,8,0,1,1,0.0793958380096493
20181211_161930,overshoot,7,0,1,1,-0.112237603321157
20181211_161930,overshoot,6,0,0,1,-0.09871169551881
20181211_161930,overshoot,5,0,1,1,-0.0613284981568014
20181211_161930,overshoot,4,0,0,0,0.0244686787993752
20181211_161930,overshoot,3,0,0,1,-0.0477472141576063
20181211_161930,logBundle,3,17,14,11,9,2,6,0.706341867956536,0.887062382678575,0.0276076173116295,0.0269737020997574,19,19,0.0323920541221728,0.0562710057909048,-0.0568946649061588,0.0271199771366629,0.225564971990609,0.10773000048365,0.780826877119903,3.859712,0.947933216249251
20181212_133219,overshoot,8,0,0,1,0
20181212_133219,overshoot,7,0,0,0,0
20181212_133219,overshoot,6,0,0,1,-0.0166375598249646
20181212_133219,overshoot,5,1,0,0,0.00724985882274259
20181212_133219,overshoot,4,0,0,1,0.0587683900308406
20181212_133219,overshoot,3,0,0,1,-0.0303243143255485
20181212_133219,overshoot,2,0,0,1,-0.26227735047658
20181212_133219,logBundle,3,9,7,4,4,1,0,0.598511684806189,0.90747720526514,0.0036249294113713,0.0036249294113713,8,13,0.147466516854756,0.0141388364778059,0.162112807201143,0.0368623119605822,0.306371532180364,0.124941110210433,0.999993627067841,2.182292,0.95
20181212_133222,overshoot,3,0,0,1,0
20181212_133222,overshoot,2,0,0,0,-0.001339705494604
20181212_133222,overshoot,1,0,0,0,0.0234967927992636
20181212_133222,overshoot,0,0,0,0,0.0575364448226297
20181212_133222,logBundle,3,4,4,1,0,0,0,0.16838530115549,0.381606047861007,0.0398910782007325,0.0385513727061285,5,4,0.120392135845884,0.380708277812884,0.000289304150164084,0.0233373547482371,0.194182300008964,0.0635177801526661,0.520274248329335,1.212845,0.946766226644745
20181212_133423,overshoot,9,0,0,1,0
20181212_133423,overshoot,8,1,0,0,-0.000191778528831337
20181212_133423,overshoot,7,0,0,0,0.00168507909388397
20181212_133423,overshoot,6,1,0,1,0.030726601842666
20181212_133423,logBundle,3,10,4,0,2,2,0,0.141221311581006,0.395740516044878,0.000712387343319855,0.00063567593178732,9,9,0.667542622487109,0.00147836526302497,0.0430733138361394,0.0140685040480314,0.1150359239264,0.047568094045702,0.391881670144688,2.02217200000001,0.949773780109861
20181212_133430,overshoot,9,0,0,1,0
20181212_133430,overshoot,8,1,0,1,-0.00137853749058716
20181212_133430,overshoot,7,0,0,0,-0.00422123240577047
20181212_133430,overshoot,6,0,0,0,0.00941529036178539
20181212_133430,overshoot,5,1,0,0,0.0930840861554319
20181212_133430,overshoot,4,0,1,1,-0.249620205703788
20181212_133430,overshoot,3,0,1,1,-0.276685636930669
20181212_133430,overshoot,2,1,1,1,-0.134427583395428
20181212_133430,logBundle,3,10,8,4,5,3,3,0.666493309428131,0.781239741023301,0.0553406450888754,0.0528079056454131,18,13,0.168659570539473,0.0665476916101158,0.00506269018433878,0.0376885669824603,0.313591209209166,0.128794470349458,1.00796821682405,3.28197799999999,0.949773780109861
20181212_133440,overshoot,11,0,0,1,0
20181212_133440,overshoot,10,0,0,0,0
20181212_133440,overshoot,9,0,0,1,-0.00260871069204783
20181212_133440,overshoot,8,1,1,1,0.0182055973799394
20181212_133440,overshoot,7,1,0,1,-0.0230264477952381
20181212_133440,overshoot,6,1,1,1,-0.0521350313060136
20181212_133440,overshoot,5,0,1,0,0.0279066581115604
20181212_133440,overshoot,4,0,1,1,-0.0409697170348561
20181212_133440,overshoot,3,0,0,1,0.0361276521054998
20181212_133440,overshoot,2,0,0,1,-0.081726000659599
20181212_133440,overshoot,1,0,0,1,-0.0663550520680308
20181212_133440,logBundle,3,12,11,8,9,3,4,0.625495419424163,0.790583484007154,0.00837199743346813,0.00837199743346813,19,17,0.0324156565655482,-0.0954126819289054,-0.00905924476082079,0.0252586294218364,0.209541615767352,0.123827503083485,0.944367872531435,4.659847,0.95
20181212_133453,overshoot,18,0,0,1,0
20181212_133453,overshoot,17,0,0,0,-8.67361737988404E-19
20181212_133453,overshoot,16,0,0,0,-0.000219321191431033
20181212_133453,overshoot,15,0,0,0,-0.00514586700140947
20181212_133453,overshoot,14,0,0,1,-0.0511496960502548
20181212_133453,overshoot,13,0,1,1,0.0685222366752652
20181212_133453,overshoot,12,0,0,1,-0.0980350750801824
20181212_133453,overshoot,11,0,0,1,0.00149625183662023
20181212_133453,overshoot,10,0,0,1,-0.0894438208838461
20181212_133453,overshoot,9,0,0,1,-0.0411008666706844
20181212_133453,overshoot,8,0,0,1,-0.0726346744330878
20181212_133453,overshoot,7,0,0,1,0.0178482561712488
20181212_133453,overshoot,6,0,1,1,-0.0709812632187935
20181212_133453,overshoot,5,0,1,1,-0.0609116371134558
20181212_133453,overshoot,4,0,0,1,-0.0191295459863637
20181212_133453,overshoot,3,1,0,1,0.0492666426858696
20181212_133453,overshoot,2,0,1,1,-0.0764148487182793
20181212_133453,overshoot,1,0,0,1,0.0729316042943443
20181212_133453,overshoot,0,0,0,1,-0.227429027715785
20181212_133453,logBundle,3,19,19,16,16,1,4,1.9843660512251,1.9843660512251,0.00308752020084568,-0.00308752020084568,27,31,0.0307291669852774,0.0163417312919951,-0.0260236443060262,0.0550049603772068,0.457993989046715,0.191391566954106,1.53456772408281,4.904103,0.95
20181212_133455,overshoot,6,0,0,0,0
20181212_133455,overshoot,5,0,0,1,-0.00960593580756486
20181212_133455,overshoot,4,0,0,0,-0.00332310023167233
20181212_133455,overshoot,3,0,0,1,-0.00639236202788076
20181212_133455,overshoot,2,0,0,1,-0.024738562696201
20181212_133455,overshoot,1,0,0,0,-0.0346994647999807
20181212_133455,logBundle,3,7,6,3,3,0,0,0.239195307604841,0.310451412222456,0.0145444059663268,-0.0145444059663268,7,8,0.0640018550694343,0.0308029937303883,0.0678662981694938,0.0227933500434522,0.188432052705783,0.090933317353192,0.719746074754964,1.53094,0.95249435336391
20181212_133459,overshoot,3,0,0,1,0
20181212_133459,overshoot,2,1,0,0,-0.0010178934110487
20181212_133459,overshoot,1,1,0,1,0.00322873758475633
20181212_133459,overshoot,0,0,0,0,-0.0395916862646167
20181212_133459,logBundle,3,4,4,1,2,2,0,0.181902806221325,0.181902806221325,0.0281213377496512,-0.0281213377496512,9,6,0.0327378896312417,-0.0812194046762917,0.0206356345271877,0.0217285954888253,0.180272882425135,0.097221642167136,0.74727119029863,3.806965,0.955050074564303
20181212_133502,overshoot,10,0,0,0,0
20181212_133502,overshoot,9,0,0,1,-0.0156889459032522
20181212_133502,overshoot,8,0,0,1,-0.0202401030781386
20181212_133502,overshoot,7,0,0,0,0.00577184986984819
20181212_133502,overshoot,6,0,0,1,-0.0982947424596237
20181212_133502,overshoot,5,0,0,0,0.0437225581735906
20181212_133502,overshoot,4,0,0,1,-0.244951383480391
20181212_133502,overshoot,3,0,0,1,-0.102659912629467
20181212_133502,overshoot,2,0,0,1,-0.21732666398902
20181212_133502,overshoot,1,0,0,1,-0.651545132625496
20181212_133502,logBundle,3,11,10,7,7,0,0,3.35791794636585,3.63900104872878,0.0416590423041708,0.0416590423041708,11,10,0.043452735367339,0.341395840235118,0.0427239984372312,0.242904009583399,2.03119826696374,1.04049757831926,8.13406880143291,2.280754,0.955050074564303
20181212_133505,overshoot,2,0,0,1,0
20181212_133505,overshoot,1,0,0,0,-0.000912724156942477
20181212_133505,overshoot,0,1,0,0,-0.0158811952977329
20181212_133505,logBundle,2,3,3,0,0,1,0,0.173578720838975,0.415647356979819,0.00839695972733771,-0.00839695972733771,3,3,0.0491509925476178,-0.0939133689673678,0.034882880677187,0.0467650151364634,0.381786515228866,0.140740191566261,1.04129279774532,1.042217,0.955273706034132
20181212_133507,overshoot,4,0,0,1,0
20181212_133507,overshoot,3,0,0,0,0
20181212_133507,overshoot,2,0,0,0,-0.00869165346288816
20181212_133507,overshoot,1,0,0,1,-0.0410428456894784
20181212_133507,overshoot,0,0,0,1,0.00944569169005657
20181212_133507,logBundle,3,5,5,2,2,0,0,0.310114617214583,0.408870079598455,0.00434582673144408,-0.00434582673144408,4,6,0.13430484783573,0.181613075925276,-0.0963234052343908,0.0504804644679073,0.420556541924041,0.16923562541595,1.27457704163178,0.92433,0.956253648073016
20181212_134353,overshoot,3,0,0,1,0
20181212_134353,overshoot,2,0,0,0,-0.00243019825383673
20181212_134353,overshoot,1,0,0,0,0.0432546765510995
20181212_134353,logBundle,3,4,3,0,0,0,0,0.104078513280485,0.222339783127204,0.0230854572278518,0.0201692193232477,3,3,0.153109220662308,-0.0991091289667812,-0.0335639699107331,0.0238432615586993,0.200072998310476,0.0571066405976737,0.436028440869607,0.642058000000002,0.948151792369059
20181212_134405,overshoot,8,0,0,0,0
20181212_134405,overshoot,7,0,0,0,0.000717719391906381
20181212_134405,overshoot,6,1,0,0,0.0382128410559494
20181212_134405,overshoot,5,1,1,1,0.0522526536443352
20181212_134405,overshoot,4,0,1,1,-0.105889033525942
20181212_134405,overshoot,3,1,0,1,-0.0333045398557452
20181212_134405,overshoot,2,0,1,1,-0.0390771670097352
20181212_134405,overshoot,1,0,0,1,-0.0337433553432725
20181212_134405,logBundle,3,9,8,5,5,3,3,0.346398071149778,0.409811059555322,0.011822712012738,0.011822712012738,19,15,0.0340550312223773,-0.021374146841655,-0.090850354608644,0.0168298406911925,0.138320070419565,0.076466565081736,0.617384876578438,4.38387500000001,0.95
20181212_134409,overshoot,4,0,0,0,-0.000987300341233368
20181212_134409,overshoot,3,1,0,0,0.0143148471814964
20181212_134409,overshoot,2,1,0,1,-0.0143942530744069
20181212_134409,overshoot,1,1,0,1,-0.0278277058137017
20181212_134409,logBundle,1,5,4,0,2,3,0,0.221334764082421,0.251514922212645,0.000493650170616684,-0.000493650170616684,10,9,0.0781013900128189,0.0436085378349872,0.0496443602476097,0.0171444107443616,0.140967117660139,0.0496431864651405,0.407322312038025,3.072058,0.950248756218905
20181212_134430,overshoot,6,0,0,1,0
20181212_134430,overshoot,5,0,0,0,-0.000961356645793682
20181212_134430,overshoot,4,1,0,0,0.0146011281090198
20181212_134430,logBundle,2,7,3,0,0,1,0,0.0963645831759912,0.54344438906708,0.00768510671282737,0.00691602139619242,3,3,0.147230138172515,-0.164258780725059,-0.233227388476656,0.028596619764324,0.240596168243887,0.0898325412437722,0.689006026698272,0.662866999999997,0.950496274844682
